Душэўскі К. гл. Дуж-Душэўскі К.
Дылейка А. 103
Дылейко А. 448, 466, 1045
Дылько М. 1481.7, 1481.23
Дыфоу Д. 520
Дьяченко М. 523
Дэконская В. 409.3
Евдокименко Р. 1391
Евтухов В. 773
Евчар Г. 1019
Егорычев В 1019
Ельчаниновъ Е. 527
Емельянаў А 648
Емельяновіч В. 522, 528-531, 1503
Ерафееў У. 1164.32
Ерашэнка П. 1164.78
Ерей Л. 1384
Еремин В 1382
Ермаков В. 1042
Ермакова Т. 448
Ермакоў В. 1164.88
Ермаловіч М. 1897.1, 1897.2
Есакоў А 1203, 1204, 1943
Еўдакіменка P. 168, 1619
Еўлашоўскі Ф. 1217
Еўтухоў I. 439, 440
Еўтухоў У. 986.2, 986.5, 989.1
Ёрш С. 81.1
Жабрун Я. 1164.25
Жалудзенка Н. 612, 1514
Жарэбчанка А. 2035.8, 2035.9, 2035.15
Жаўтобрух М. 63
Жвалеўскі В. 1465.11, 1465.12
Жданкнн О. 1019
Ждановіч I. 535
Жигалов В. 21.1
Жнгар М. 1382
Жнтецкій П. 1461
Жлутка А. 1768
Жмайдзяк Р. 1507
Жолдак О. 234
Жудро О. 1046
Жук А. 1236
Жук Г. 528
Жук I. 1504.20
Жук Л. 478
Жук Т. 1502
Жукаў П. 574
Жуков П. 536, 1396
Жукоўскі А 1164.43
Журавель У. 1773
Журавлев Д. 537, 538
Журавский А. 456, 1381
Жураўская Л. 989.3
Жураўскі А. 18, 79, 236, 242, 267, 285, 431, 566, 685, 780, 920, 922, 991.3, 1066, 1171, 1471, 1603, 1632, 1706.3-1706.5, 1758, 1770, 1842, 1928
Жучкевич В. 220, 539, 540
Жучкевіч В. 366, 389, 1985
Жыван В. 541
Жываткевіч Р. 542, 1877-1879
Жыгар М. 1069, 1964
Жыдовіч М. 987, 1471, 1489, 1636
Жылуновіч Г. 407.1
Жыркевіч M. 1833
Жыркевіч C. 1708.1
Забаштанская А. 176.2
Завадскі А. 464
Завальнюк У. 1409
Заворотная H. 1161
Загайгара К. 654
Загорская H. 979.5
Загорскі В. 212
Заерко А. 557
Зазека Я 932
ЗаікаЗ. 558, 946, 948
Зайкоўскі Э. 559-561, 567
Зайцаў В. 367, 826, 954
Зайцева Л 346
Законнікава А. 1164.77
Закружны А. 1481.36
Залескі А. 80.1, 80.2, 194.1, 1075
Залога М. 221
Заметалин В. 555
Замулка I. 1164.57
ЗанТ. 2143.1.1, 2143.2.1
Запартыка А. 1521
Запруднік Я. 548, 634, 1702, 1930, 123
Зарэцкая В 47, 137, 398, 615
Зарэцкі М. 1201, 1226.4
Зарэцкі С. 1164.85
Заседателева Л. 344.2, 344.3
Заслаўскі I. 565
Захарава В. А. 184
Захарава В. Г. 549, 566
Захарова Т. 768
Захарэвіч У. 1749
Заяц I. 1366
Заяц H. 1005
Звозников А. 555
Звонарева Л 1216
Звягін В. 1164.77
Звяровіч Э. 982
Звяруга Я. 1164.63, 1164.64
Здановіч Г. 572
Зеленин Д. 2176.1
Зеленскі В. 573
Зеленскій И. 2156.2.1
Зелянко Н 198
Зелянкоўскі А. 1164.83
Зенька С. 430.6
Зенькович О. 771, 772, 775
Зенюкевіч Т. 891
Знзаній Л. 575
Зимин А. 1158
Зимянин Л. 1678
Зиновьевъ К. 42
Злобін Л. 985.5, 986.1, 989.1, 989.2, 1078
Змітровіч I. 304, 666
Змудзяк Г. 1757
Змушко А. 576, 577
Знак Е. К. 272
Зніч 579
Зографъ H. 1394
Зографъ Ю. 1394
Золак Я. (сапр. Даніловіч А.) 1513
Зомерфельд Е. 569
Зубкевич Г. 1130
Зубкоўская Н. 1123
Зубовіч С. 1676
Зубок Л. 1111
Зубрыцкі П. 1399
Зубрыцкі С. 580
Зуева 3. 1722
Зуеў М. 654
Зуеў Я. 1064.2, 1064.3
Зуеўскі А. 1164.62
Зуёнак В. 74
Зьбітоўскі М. 581
Зялёнка В. 1354.2
Зяневіч З. 1489
Зяновіч I. 1164.61
Иванов А. 808, 814. 816
Иванова А. 585, 1480.1-1480.4
Иванова Е. 1754.2
Иванова Н. 19
Ивашко Л. 1264.5-1264.11
Изотко В. 369-379, 381
Иллюстровъ I. 591
Ильин М. 1754.2
Ионова М. 1048
Иоффе Э. 596, 597
Исаенко В. 101.1, 101.3
Истомишь Т. 1288
I. В. 582
I. K. 583
Іванашка А. M. 1164.26
Іванова Л. 661
Іванова C. C. 586
Іванова C. Ф. 587, 912
Іваноў Я. 202, 587, 588, 912
Ігнатовіч Л. 132
Ігнатовіч 1465.7
Ігнаценка Т. 132
Ігнацьева Т. 1164.67
Іофэ Э. 663
Ісаенка У. 99, 2035.1-2035 3
Ісачанкава М. 1704.2
Іскра Л. гл. Гарошка Л.
Іспянкова Л. 1199
Іўковіч I. 602
Іўчык В. 1751
Іўчык Т. 1751
Ішчанка Г. 1317
Кабакоў Н. 1641
Кабашников К. 80.1, 80.2, 194.1, 199, 200, 204, 207.2.1, 343, 354
Кабашнікаў К. 1192, 1252.2, 1742, 1809, 2022.5.2, 2156.4.1
Кабіціна I. 1352
Каблоў С. 604
Кавалевіч 3. 602
Каваленка В 1969
Каваленя А. 605
Кавалеўскі Я. 103
Кавалёва Е. 606
Кавалёва М. 307, 416, 967, 1102, 1239
Кавалёва Т. 607
Кавалёў Н. 1399
Каваль П. гл. Гарошка Л.
Кавалькоў П. 1164.78
Кавальчук Т. 1677
Кагадзеева C. 1164.3
Кажанеўская Г. 1051
Кажура Н. 431.1-431.13, 609
Кажэўнікава Р. 610
Казак К. 1164.1
Казак H. 757
Казак П. 196
Казбярук M. 94.2-94.6, 1111.1
Казбярук У. 611
Казека І. Д. 1481.1,1481.9, 1481.16, 1481.22
Казека Я. 358, 1203, 1204, 1237, 1274
Казімірава Р. 612, 1514
Казлова А. 992.2
Казлова В. 1070
Казлова P. 613, 614
Казловіч А. 615
Казлоў В. А. 1827
Казлоў B. І. 650
Казлоў Д. 1932
Казлоў Л. 616
Казлоў У. 1340
Казлоўская Л. 423
Казлоўскі П. 895, 1164.9
Казмерчук В. 1292
Казулін А. 1236
Казыра Л. 668
Казяк В. 1164.90
Калабан В. 1088
Калабан Л. 1088
Каладзінскі А. 617
Калайдовичъ К. 618
Каламінскі Я. 1263, 1349
Калбаска А. 1164.34
Календ а Л. В. 822, 824, 1164.51, 1555, 1944.1
Калента 283
Калеснікава В. 620
Калечыц А. Г. 621
Калечыц А. І. 176.2
Калечыц А. К. 194. 533
Каліноўскі К. 622
Калнынь Л. 342
Калоша А. 43, 44
Калоша Н. 623
Калошына Л. 396
Калубовіч А. 624, 625
Калугін А. С. 626
Калюга Л. 417,1949
Калюта А. 260
Каляда А. 357, 627
Калядка Л. 2110
Камароўская Л. 1086
Камароўскі В. 44
Камароўскі Я. 2, 70, 629, 630, 1059-1062, 1304, 1755
Каминская В 1738-1740
Камінская Э. 656
Камінскі М. 2045.1
Камінскі M. I. 22
Камко Л. А. 771
Камлюк Л. 1895
Камсюк Н. 1075
Кананенка Т. 631
Канапацкая T. 1164.52
Канаплёва А. 660
Канапля Я. 1867
Канаш В. 1358
Кандаурава Г. 1504.26, 1504.27
Кандратаў П. 1164.56
Кандрацьева В. 35
Кандрацюк М. 121, 632, 633, 2034
Кандыбович Л. 523
Кандыбовіч С. 634
Канеўскі А. 1164.70
Канікоўская М. 232
Канюшкевіч М. 139, 1155
Капанасевіч 46
Капач М. 1164.30, 1164.57
Капліч В. 1971
Каправичене Й. 2064
Капыскі З. 1175
Карабань I. 2, 70, 1061, 1304
Карабельнікава Л. 635
Караічаў Л. 1481.8, 1481.27, 1481.28
Каракулин Б. 254
Каралёва І. 987
Каралёў Г. 1164.67
Каральчук А. 1504.20
Карань Дз. 1164.48
Каранькова 3. 1466
Караткевіч В. 636
Караткевіч У. 1719
Караткоў М. 1835
Караў Дз. 393
Карацінская Д. 617
Карвоўскі 283
Кардашевский С. 637
Карловіч Я. 47
Карнеенка Г. 525
Карней I. 638
Карнейчик Е. 221
Каросцік І. 1164.72
Кароткін P. 655
Карпачев А. 221
Карпачева А. 21.1
Карпікаў I. 444
Карповъ И. 48
Карповіч Л 668
Карпуть H. 1372
Карпуць В. 1337, 1344
Карпуць H. 1354.2
Карский E. 669.2.1
Карскій E. 669-675
Карташевич А. 812
Карчагіна В 1360
Карчевский В. 774
Карэнда I. 463
Касабуцкі М. 525
Каско А. 141,530
Касоўскі Б. 676
Каспярчук С. 1164.90
Касцюк М. 1164.64, 1966
Касько В. 1164.36
Касько У. 1164.26, 1164.44. 1164.89, 1454
Касьпяровіч М. 677, 678, 50, 51
Касякі. 554
Катлёнак А. 348
Катовіч А. 139
Катонава А. 991.15
Каўка А. 1702, 1930
Каўрус А. 620, 680-685, 1949.2
Каўрыга П. 1348
Каўцэвіч M. 1226.10,1226.11
Кахноўская P. 1164.29, 1164.29.1
Кацье Ж. 1768
Кацэвіч С. 686, 1503
Качанка Л. 197, 979
Качанко Л. 1781
Качановіч П 1164.2
Качубей Е. 661
Кашуба Г. 1618, 1804.1
Квін І. 1965
Квітніцкая Ю. 823, 1668, 1807
Кейзік А. 1164.68
Кенька М. 409.1,409.2
Кернажыцкі К. 1226.7, 1226.8, 1226.9.2, 1226.9.3
Кечык С. 868.4, 1277
Кёппенъ П. 52
Кёстнэр М. 5
Киже А. 811.1
Киреенко И. 225
Киркоръ А. 689
Киселев Г. 1160.1, 1160.2
Киселев И. 690
Киселевский А. 691
Ківач Л. М. 617
Кіклевіч А. 687, 1773
Кіндзяева H. T. 1164.86
Кіпель В. 432,634. 1702, 1930. 2018.2.1, 53
Кіпель 3. 53, 123
Кіпель Я. 688
Кіркор А. 54
Кірысь В. 1123
Кірэева А. 1504.23, 1504.25
Кісялеўскі А. 693 Кісялёў Г. 622, 1162, 1164.2, 1164.5, 1164.7, 1164.8, 1164.10-1164.13, 1164.17-1164.19, 1164.21, 1164.22, 1164.24, 1164.28, 1164.34-1164.36, 1164.50, 1164.54, 1164.60, 1164.65, 1164.68, 1164.70, 1164.73, 1164.78-1164.80, 1164.82, 1164.85, 1164.87, 1701.1
Кітава В. 1050
Кладніцкі Г. 55
Клейнборт Л. 695
Клименков И. 532
Климович Р. 696
Климуть Я. 1988
Климчук Ф 706
Кліменка А. 620
Клімковіч M. 102
Клімуць Я. 658
Клімчук Ф. 522, 697-705, 788, 868.1-868.5, 1014, 1462, 1704.1
Клопава К. 707
Клыга Л. 1164.19
Клышка А. 708, 709
Клышка М. 710, 711
Клышко М. 711
Кнатько Г. 1161
Кнацько Г. 1030
Кныш М. В. 75, 713
Кобаса М. 464
Кобленц 283
Кобызева К. 94.1-94.6, 164, 1375
Ковалев Д. 53
Ковалева Л. 1480.1
Коваленко Л. 1389
Коваленко М. 222
Ковзель О. 1090
Коген М. 714, 715
Кожинова А. 1012
Кожух I. 1343, 1677
Кожынава А. 687
Козак К. 1164.68
Козеко И. 1065, 1065.1
Козенка М. 1339
Козлович А. 716
Козловская Н. 1159.1, 1314, 1754.4, 1754.5
Козловський М. 1654
Козырев И. 717
Колас Д. 808, 814
Колас 3. 56, 59
Колас Я. (псэўд. Гушча Т.) 52, 360, 482, 494, 718, 1226.3, 1374, 1755, 1938, 100
Колб О. 813
Колдаева Т. 1390
Колесник С. 220
Колобова И. 719
Колышка А. 891
Комар Т. 94.2, 94.3, 1111.1 гл. тс Саўрыцкая Т.
Комарова Т. 1778
Конан У. 214, 393, 395, 432, 840, 2018.2.1
Конанаў А. 921
Кондак А. 1164.10
Конопелько В 1398
Контримавичюс В. 564
Кончыц А. 1366
Коньков М. 1774
Копач А. 496, 720, 1791
Копач М. 496
Копка В. 1999
Копко В. 721
Копысева И. 1196
Копысский 3. Ю. 221, 1778
Копытин В. 51, 722-734
Корабава А. 735, 736
Корань Н. 737-739
Корнев А 1264.4, 1264.7, 1264.8
Короткий В. 1216
Корсак Л. 740
Корсун У. 741
Кортес С. 538
Корчыц М. 742
Коршак М. 1164.35, 1701.1
Коршук У. 155
Коршунаў А. 743, 1217, 1218
Корын Г. 1510
Косараў В. 2054
Косско И. 1754.4
Костеневич Е. 224.3
Кострыца С. 139, 1155
Костюковец Л. 1216.1
Костюкович Н. 744, 1661
Котляров И. 810
Котова М. 745
Котовичъ И. 430.1
Коўкель I. 434
Кочин Г. 977
Кошалева И 1617, 1618
Кошалеў У. 438,7 46, 1617, 1618
Кравцова Г. 1476
Краевская Н. 747
Крамко I. 431.2, 431.6, 431.8, 431.9, 431.15, 431.18, 748-755
Крамко Я. 756
Крапивин П. 1602
Крапіва К. гл. Атрахович К.
Красавіна Л. 1500
Красинский А. 346
Красік Т. 1164.22
Красікава T. 1164.72
Красільнікаў А. 757
Красінскі А. 437
Красінскі M. 1450
Краскоўская Я. 2035.7
Краскоўскі А. 758
Красней В. 747, 759-767
Красоўская Г. 1164.49, 1164.64, 1164.77
Крастоўскі В. 1448.1901
Краўцова H. 1164.87
Краўцэвіч А. 43, 399, 604, 1089, 1522, 1726
Краўчанка А. 107
Краўчанка В. 1364
Краўчанка 3. 776, 868.3
Краўчанка I. 80, 194.1
Краўчанка Л. 1144
Краўчук А. 1063
Краўчук P. В. 1905.2, 1905.3
Краўчук Р. У. 433.1.433.2
Крачковскій Ю. 31.10-31.17
Крачкоўскі А. 1329
Крепак Б. 1774
Крестовский В. 1901.1
Кривицкий А. 314, 777-779
Кривко Н. 1341, 1374.8
Крисковец E. 454
Кричевский C. 332
Кротаў В. 1357
Круганова Е. 1754.5
Круглей M. 228
Крукаў В. 47, 137, 398, 615, 1069, 1340, 1343, 1491, 1503, 1708.1, 1708.2
Крукоўскі А. 57
Крукоўскі H. 780
Крупейчанка В. 1164.51, 1944.1
Крупенька 3. 988
Крупенька С. 985.8
Крупец Л. 1164.66
Круталевич В. 21.1,21.2, 369-379, 381
Круталевіч А. 781
Круталевіч М. 130
Кручкова Н. 1895
Кручонак I. 782
Крывіцкі А. 4, 7, 18, 46, 48, 84-86, 145, 147, 149, 154, 240, 280, 386, 427, 469, 516, 553, 699, 700, 737, 749, 752, 753, 776, 783-788, 799, 806, 868.1-868.5, 879, 883, 900, 913, 918, 927, 943, 983, 998, 1035, 1057, 1077, 1081, 1173, 1259, 1280, 1297, 1299, 1407, 1411. 1425, 1439, 1456, 1599, 1627, 1657, 1691, 1700, 1704, 1730, 1733, 1736, 1794, 1799, 1819, 1823, 1842, 1869, 1886, 1907, 1909, 1914, 1915, 1917, 1918, 1920, 1924, 1925, 1928, 1934, 1944, 1977, 1982-1984, 1989
Крывянкоў А. 1164.23
Крыловіч К. 1400
Крыўко М. 794-806, 1341, 1483, 1671, 58
Крэнь І. 304, 434, 1164.25, 1164.90, 2034
Крэпак Б. 198
Крюк В. 1566
Крюков В. 1382
Ксяндзова А. 807
Кудраўцаў I. 568.2
Кудревич М. 966
Кудрэвіч М. 966.3
Кудрэйка З. М. 431.11, 1671.1
Кужоўнік М. 552.2
Кузнецов И. 601
Кузняцоў А. I. 1164.68
Кузняцоў А. Ц. 277, 594
Кузняцоў I. 1423
Кузьменка У. 1164.64
Кузьменко Л. 323
Кузьменкова Т. 319
Кузьмін П. 1226.2
Кузьмін С. 1927
Кузьмін С. В. 1603
Кузьміч А. 819
Кузьміч Л. 820, 986.4, 986.7
Кузьняцоў I. 593, 821
Кукина C. 21.2
Кукраш Л. 1901
Кукреш Л. 1901.1
Кулага Н. 128
Кулагін А. 636, 822-826, 1668, 1807
Кулажанка Л. 827, 979.3, 979.4
Кулаженко Л. 1781
Кулакоў Ф. 1164.29
Кулеш Г. 247,274
Кулік П. 828
Куліковіч У. 713
Куль-Сяльвестрава С. 2034
Куляшова А. 1495
Куляшова Г. 1052
Куляшоў А. 595.1
Кунашка В. 1164.40
Кунина А. 222
Кунцевич Л. 228, 319, 829
Кунцэвіч Л. 288, 319, 465, 498, 508, 529, 546, 611, 705, 798, 828, 830, 834, 868.5, 917, 1034, 1167, 1457, 1689, 1704, 1734, 1743, 1822, 1987
Купала Я. 676, 988, 1498, 1942, 1943, 2086, 2087, 100
Купревич В 254
Купрэвіч В. 831
Купрэенка В. 989.1
Купчин Н. 1136
Кураш В. 1164.60
Курбацкі А 1236
Курбека Л. 1590, 1591
Курбскі А. 2023
Курдзюкоў А. 653
Куркина Л. 2157.1
Курлович Н. 272, 1901.1
Курловіч М 246, 422, 423, 1164.20, 1828
Курода Р. 832
Курсаў В. 1164.70
Курскі M. 1164.61
Курскова T. 55
Курцова В. 833, 834, 868 5
Курьянович Ю. 532
Кур’ян I. 687
Кур’янка М. 5
Кустарева М 585
Кусянкоў M. 1164.27.1, 1164.27.2, 1164.43, 1164.57
Кутас Г. 1361
Кухарева С. 1384
Куцак А. 132
Кучук І. 835, 836, 989.5
Кушнер В. 1164.40, 1474
Кушнярэвіч В. 181
Л. А. гл. Ластоўскі Вацлаў
Лабаноўскі Л. 838
Лабачэня Г. 1336
Лабачэўская В. 937, 1462
Лабко В. 839, 1905.4
Лабуноў В. 1333
Лабчэўская К. 478
Лабынцаў Ю. 840
Ладысеў У. 605
Лазаренко А. 841
Лазарук М. А. 174, 842, 843, 1316, 1318
Лазінскі Т. 2143.1.3, 2143.2.2
Лазоўскі У. 844, 987, 1123
Лазука Б. 845, 846
Лазутка С. 2064
Лазько Р. 1465.10
Лакотка А. 430.2, 847-849
Ламека Л. 1486
Ламека У. 850, 1486
Лангфэла Г. 1495
Ланікіна В. 1164.49
Лапатка Я. 59
Лапаў Б. 1954
Лапіцкая Н. 390, 994
Лапко К 1345
Лапкоўская А. 1010, 1804.1
Лапцёнак Г. 431.18
Ларин Б. 1264.1-1264.4
Ларковіч Т. 1840
Ларчанка M. 199.2, 200.1.2, 207.2.1.2
Ласковнёв А. 851
Ластоўскі В. 313, 330, 331, 347, 518, 837, 852-857, 1713
Латоцін Л. 858
Латушка Г. 197, 979.5
Латушко Г. 1781
Латыпаў У. 578
Латышонак А. 286.1, 1201.2, 1574.1,    1576.1, 1577.1, 1578.2, 1579.5, 1580.1, 1581.3, 1582.2, 1583.1,    1584.2, 1585.1
Лаучюте Ю. 859, 860
Лаўранкоў Г. 1164.89
Лаўрэль Я. 289, 760-765
Лаўрэнаў А. 176.1
Лаўрэнка А. 260
Лаўшук А. 647, 650-653, 862, 1346, 1347, 1355, 1357
Лаўшук В. 1346, 1355
Лаферава М. 4
Лашкевич В. 21.1, 21.2
Лашук А. 1359
Леановіч В. 1656
Леанцюк А. 172, 190, 1793
Лебедев П. 1160.1
Лебедева А. 1264.1,1264.2, 1264.4, 1264.5, 1264.7, 1264.8, 1264.10, 1264.11
Леванцэвіч А. 863
Левашов Е. 1478
Левина С. 1040
Левиикая Р 1662
Лемеш В. М. 1674
Лемтюгова В. 871
Лемцюгова В. 87-90, 128, 171.1-171.4, 244, 245, 298, 365, 384, 473, 493, 558. 632, 702. 703, 794, 797, 872-874, 928, 997, 1009, 1036, 1037, 1152, 1258, 1260, 1327, 1521, 1624, 1728 1-1728.3, 1753, 1816, 1882
Лемяшонак У. 1164.31, 1164.38
Ленсу А. 843
Леонова А 875
Леончиков В. 876
Леонюк В 877
Лепешаў I. 420, 878-887
Лепешкин В. 770
Леўчык А. 956
Лецка Я. 417,624.1
Лешко А. 1287
Лешчылоўскі П. 888, 889
Лещинская Т. 770
Лёсік Я. 890
Линдберг Г. 893
Лихач И. 224.5-224.7
Лихачев Д. 261
Лін С. 892, 1572
Лінёў Л. 742
Ліпская А. 1565.2
Ліпскі Я. 1164.30
Ліс А. 199, 200.1, 207.2.1, 410.1, 1252.2, 1742, 2022.5.2, 2156.4.1
Лісаў М. 656
Лісоўская I 556
Літвін А. 1030
Літвінава T. 1164.76
Ліўшыц У. 1164.23
Ліхадзіеўская Л. 1354.2
Ліцвінка В. 896
Лобан Л. 1504.21,1504.22, 1504.24, 1504.26
Лобан М. 897, 1481.19, 1481 26, 1481.29, 1610, 1672, 1672.1
Лобан Н. 460
Лобань Н. 1168.1
Лобач М. 898
Лобач С. 788, 899-901
Лойка А. 175
Лойка П. 903-905
Лойко Л. 501
Лойко М. 906
Локотко А. 907
Лоўкіс I. 132
Лугоўскі А. 481,1813
Лужанін M. 1943
Лукашанец А. А. 130, 908, 909
Лукашанец А. Г. 910
Лукашев К. 220
Лукашук А. 911
Лупачоў В. 912
Лурье Я. 1158
Лутовинова И. 1264.8, 1264.11
Луцэвіч У. 1943
Лучыц-Федарэц I. 433.1,433.3, 498, 865, 913-918, 1905.2, 1905.4-1905.8,1
Лынькоў М. 595.2
Лысенка П. 1424
Лыч Г. 888
Лышчык П 1510
Любчэўская Н. 1121
Люштик В. 744, 1372
Люшцік У. 919-922
Лявданский А. 923
Лявер Н. 93
Лявонава Е. 924
Лявонава П. 1316
Лявонаў Л. 1164.15
Лявонцьева С 315
Лявончанка Д. 531, 614, 1634
Лявончык Н. 925-928
Лявончыкаў В. 929
Лядоўскі У. 4
Лякавичус А. 1314
Лялько К. 1127
Ляонаў Н. 390
Ляскоў А. 979
Ляўшэвіч А. 1164.60
Ляцкій Е. 933, 934
Ляшук В. М. 1373
Ляшук В. Я. 1317
Ляшчынская В. 985.6, 985.8, 988, 1498
Ляшчынскі В. 1618
М.Н. 1044
Магарам Э. 1226.16
Мажэйка З. 935
Мажэйка И. 936,1614
Мазан I. 1867
Мазейко Л. 937
Мазінг М 569
Мазінг О. 105
Мазоўка В. 115
Мазоўка H. 214, 634
Мазур А. 1806
Маісеенка В. 655
Майсейчык А. А. 47, 137, 398, 615
Майсеня Л. 982 гл. тс Шлома Л.
Майхровіч С. 200
Майхровскій 61
Макар У. 1164.36
Макарэвіч А. 937, 938
Макарэвіч Р. 1349
Макарэўская А. 643
Макарэўскі В 640
Макацёрчык А. 939
Макейчык В. 2031
Максакоўскі У. 105
Максімава Э. 941
Максімюк Я. 942
Малажай Г. 47, 137, 398, 522, 571, 615, 631, 908, 910, 943-952
Малашевич Е. 272, 1065.2, 1160.2, 1901.1
Малашевич T. 272
Малашенков C 1378
Малашэвіч Я. 99, 246, 367, 422, 423, 544, 574, 826, 954, 1164.8, 1164.20, 1164.24, 1164.31, 1164.54, 1164.58, 1164.73-1164.75, 1164.82, 1307, 1828, 1901, 1903, 1927
Малевичъ А. 1046
Малевичь С. 953
Малевіч В. 1122
Малеев В. 1754.2
Малейка З. 1164.19, 1164.87
Маленка А. 954
Маліхтаровіч П. 889
Малішэўскі В. 1164.15
Малішэўскі У. 955
Мальдзіс А. 74, 210, 214, 395, 634, 827, 1771, 2021.1
Малько П. 771, 775
Малько Р. 958-960, 1905.8
Мальцава Т. 104
Мальцева Т. 1521
Мальчевскій К. 961, 962
Малюк А. 68, 836
Малярэвіч С. 1226.12
Мамацюк С. 1164.28
Манаенкова А. 963-965
Маненок Н. 532
Манжосъ И. 62
Манусевіч А. 1064.2, 1064.3
Манцэвіч Б. 1465.14
Маняк Г. 1164.59
Марашэўскі К. 50
Марзалюк I. 10, 356.1
Мар’іна Л. 13, 1350
Маркаў В. 1164.58
Маркевич Р. 235
Маркелова Р. 1421
Мароз В. 416, 967, 1239
Мароз В. I. 1164.36
Мароз В. К. 1708.2
Мароз Л. 1164.19
Мароз Ю. 1746
Марозава Я. 305, 306, 1100
Марозаў А. А. 594
Марозаў А. I. 1164.14
Мартынава H. 1164.34
Мартынаў В. 433.2, 859, 865, 869, 968, 970, 1798, 1905, 45
Мартыненка Т. 824
Мартынов В. 314, 778, 1154, 1330
Марук У. 1591
Маруцік У. 969
Марцелев С. 568.1.1
Марцінеўскі У. 1121
Марціновіч А. 1164.39
Марціновіч В. 1164.59
Марціновіч Л. 740, 971
Марціновіч П. 972
Марцуль І. 1333
Марцэлеў С. 126, 568.1-568.7, 636, 941
Марыеўская 973
Масальская M. I. 735, 736, 1266
Масла А. І. 974
Масленікаў П. 1863, 1864
Масленникова Л. 975
Маслоўскі P. 1164.3, 1164.23, 1164.41, 1164.42, 1164.72, 1164.81, 1164.88
Маслыка Г. 1055, 1164.61, 1927
Маслыка Я. 2076, 2077
Матрунчык Т. 197, 979
Матсон Э. 1383
Матулайціс С. 1999
Матусевіч T. 1164.19
Матусевіч Я. 463
Матусэвіч Г. 980
Матэленак Л. 1164.59
Матюшевская В. 966
Махнач А. 335, 993
Махнач Н. 494
Махотин Б. 1516
Мацвееў А. 994
Мацкевич Л. 1025.1, 1025.2, 1111.21
Мацкевіч Ю. 6, 7, 44, 46, 48, 84, 85, 145, 147, 149, 154, 240, 269, 468, 472, 516, 521, 547, 553, 609, 699, 700, 704, 737, 748, 752, 753, 786, 787, 799, 800, 806, 835, 839, 868.1-868.5, 879, 883, 899, 900, 913, 915, 926, 927, 943, 950, 995-998, 1014, 1035, 1038, 1077, 1259, 1262, 1279, 1297-1299, 1407, 1437, 1439, 1456, 1487, 1598, 1611, 1625, 1636, 1637, 1690, 1730, 1733, 1799, 1819, 1820, 1837, 1869, 1884, 1886, 1907, 1912, 1918, 1933, 1982, 1983, 1989
Мацюкевіч Я. 855.7, 1067, 1098.1, 1231.1, 1711
Мацюшэнка В. 999, 2070-2072
Мацяс Д. 1481.15, 1481.21
Машкарова М 939
Маштакова 3. 1000
Маштаковъ П. 1000
Машчанка М. 650-652, 1346, 1355
Мащенко М. 1001
Мдзівані Т. 1004, 1052
Медведев В. 380
Медвідскій С. 63
Мезян П. 1361
Мейеръ А. 1006
Мелішкевіч У. 141, 530
Мельникова Л. А. 228, 1369
Мельнік С. 1008
Мельнікава 3. 1317
Мельнікава Л. 161, 170
Мельнікаў I. 1793
Мельнічэнка Э. 1332
Меметаў I. 790
Месько Г. 1009
Метельская В. 1025.3
Мечковская Н 1012
Мешчэракоў Н 1226
Мжельская О. 1264.1, 1264.2, 1264.5, 1264.6
Мижевская Г 1110
МйксюкР. 1385,1662
Мйкуцкій С 1016-1018, 66
Милюченков С. 1022
Минин А. 9
Миротворцевъ А. 100.2
Михайловская В. 1754.4, 1754.5
Михайловский А. 1896
Михневич А. 228, 777, 1040, 1369
Михновец Р. 413
Мицкович Н. 1041
Мишкевич М. 1042
Мікалаеў Т. 65
Мікалай, мітрапаліт 642, 1506
Міклашэвіч А. 1013
Міксюк Р. 1015, 1709
Мікула В. 1605
Мікульчык П. 1164.64
Мілкоўскі В. 1020, 1021
Міляшкевіч Я. 1023
Мінакова Л. 1024
Мінкін А. 216
Мінц Р. 105
Мінчанка M. 1164.44
Мінько А. 11
Міронава Р. 793, 957
Мірончык В. У. 1050, 1759
Місуно А. 1144
Місько П. 1031
Місюра М. 1164.49
Мітрафанаў А. 2035.8, 2035.9. 2035.15-2035.17
Міхайлаў П. 49, 138, 176, 317, 336, 391, 488, 528, 545, 631, 638, 656, 697, 750, 795, 833, 863, 868.1, 916, 982, 1034-1038, 1148, 1430, 1619, 1693, 1731, 1803, 1824, 1836, 1887
Міхайлаў У. 1103
Міхайлік Л 1127
Міхалкевіч А. 1144
Міхееў В. 463
Міхей M. 166
Міхневіч А. 179, 311, 480, 968, 1039, 1905.2
Міхнюк У. 476, 578
Міцкевіч А. 2143.1.4,2143.2.3
Міцкевіч В. 535
Мішкевіч М. 2031
Мішчанчук М. 1043, 1653, 1847
Модестовъ 1047
Мозольков Е. 718
Моисеев Б. 585, 67
Мойхэр-Сфорым М 362
Молочко Н. 413
Молчан В. 775
Монастырский В. 1896
Мордас Н. 1488
Морозевич В. 51
Морозова Е. 1065
Московкина Е. 1215
Мохар К. 1164.18
Мохнач Т. 1159.1
Мощук П. 1048
Мураўёў Г. 1053, 68
Мурашка P. 1054
Мурашко А. 1007
Мучынскі А 889
Мушинский M. 222
Мушицъ M. 430.3
Мушынскі M. 408.2, 409.2-409.5, 1498
Мыльнікаў А. 1105
Мытнік Т. 176.3
Мышкин H. 1765
Мэё П. Дж. 694
Мэлет М. Ф. 491
